"hexagon_id","geom_wkt"
137,"POLYGON((80000 588897.2745734183,85000 580237.020535574,95000 580237.020535574,100000 588897.2745734183,95000 597557.5286112627,85000 597557.5286112627,80000 588897.2745734183))"
138,"POLYGON((80000 606217.782649107,85000 597557.5286112627,95000 597557.5286112627,100000 606217.782649107,95000 614878.0366869514,85000 614878.0366869514,80000 606217.782649107))"
139,"POLYGON((80000 623538.2907247958,85000 614878.0366869514,95000 614878.0366869514,100000 623538.2907247958,95000 632198.5447626403,85000 632198.5447626403,80000 623538.2907247958))"
140,"POLYGON((80000 640858.7988004846,85000 632198.5447626403,95000 632198.5447626403,100000 640858.7988004846,95000 649519.052838329,85000 649519.052838329,80000 640858.7988004846))"
141,"POLYGON((95000 303108.8913245535,100000 294448.63728670916,110000 294448.63728670916,115000 303108.8913245535,110000 311769.1453623979,100000 311769.1453623979,95000 303108.8913245535))"
142,"POLYGON((95000 320429.3994002423,100000 311769.1453623979,110000 311769.1453623979,115000 320429.3994002423,110000 329089.6534380867,100000 329089.6534380867,95000 320429.3994002423))"
143,"POLYGON((95000 337749.90747593105,100000 329089.6534380867,110000 329089.6534380867,115000 337749.90747593105,110000 346410.16151377547,100000 346410.16151377547,95000 337749.90747593105))"
144,"POLYGON((95000 355070.41555161984,100000 346410.16151377547,110000 346410.16151377547,115000 355070.41555161984,110000 363730.6695894642,100000 363730.6695894642,95000 355070.41555161984))"
145,"POLYGON((95000 372390.9236273086,100000 363730.6695894642,110000 363730.6695894642,115000 372390.9236273086,110000 381051.177665153,100000 381051.177665153,95000 372390.9236273086))"
146,"POLYGON((95000 389711.43170299736,100000 381051.177665153,110000 381051.177665153,115000 389711.43170299736,110000 398371.6857408418,100000 398371.6857408418,95000 389711.43170299736))"
147,"POLYGON((95000 407031.93977868615,100000 398371.6857408418,110000 398371.6857408418,115000 407031.93977868615,110000 415692.1938165305,100000 415692.1938165305,95000 407031.93977868615))"
148,"POLYGON((95000 424352.44785437494,100000 415692.1938165305,110000 415692.1938165305,115000 424352.44785437494,110000 433012.7018922193,100000 433012.7018922193,95000 424352.44785437494))"
149,"POLYGON((95000 441672.95593006373,100000 433012.7018922193,110000 433012.7018922193,115000 441672.95593006373,110000 450333.2099679081,100000 450333.2099679081,95000 441672.95593006373))"
150,"POLYGON((95000 458993.46400575247,100000 450333.2099679081,110000 450333.2099679081,115000 458993.46400575247,110000 467653.7180435969,100000 467653.7180435969,95000 458993.46400575247))"
151,"POLYGON((95000 476313.97208144126,100000 467653.7180435969,110000 467653.7180435969,115000 476313.97208144126,110000 484974.2261192856,100000 484974.2261192856,95000 476313.97208144126))"
152,"POLYGON((95000 493634.48015713005,100000 484974.2261192856,110000 484974.2261192856,115000 493634.48015713005,110000 502294.7341949744,100000 502294.7341949744,95000 493634.48015713005))"
153,"POLYGON((95000 510954.9882328188,100000 502294.7341949744,110000 502294.7341949744,115000 510954.9882328188,110000 519615.2422706632,100000 519615.2422706632,95000 510954.9882328188))"
154,"POLYGON((95000 528275.4963085075,100000 519615.2422706632,110000 519615.2422706632,115000 528275.4963085075,110000 536935.750346352,100000 536935.750346352,95000 528275.4963085075))"
155,"POLYGON((95000 545596.0043841964,100000 536935.750346352,110000 536935.750346352,115000 545596.0043841964,110000 554256.2584220407,100000 554256.2584220407,95000 545596.0043841964))"
156,"POLYGON((95000 562916.5124598851,100000 554256.2584220407,110000 554256.2584220407,115000 562916.5124598851,110000 571576.7664977295,100000 571576.7664977295,95000 562916.5124598851))"
157,"POLYGON((95000 580237.020535574,100000 571576.7664977295,110000 571576.7664977295,115000 580237.020535574,110000 588897.2745734183,100000 588897.2745734183,95000 580237.020535574))"
158,"POLYGON((95000 597557.5286112627,100000 588897.2745734183,110000 588897.2745734183,115000 597557.5286112627,110000 606217.782649107,100000 606217.782649107,95000 597557.5286112627))"
159,"POLYGON((95000 614878.0366869514,100000 606217.782649107,110000 606217.782649107,115000 614878.0366869514,110000 623538.2907247958,100000 623538.2907247958,95000 614878.0366869514))"
160,"POLYGON((95000 632198.5447626403,100000 623538.2907247958,110000 623538.2907247958,115000 632198.5447626403,110000 640858.7988004846,100000 640858.7988004846,95000 632198.5447626403))"
161,"POLYGON((110000 311769.1453623979,115000 303108.8913245535,125000 303108.8913245535,130000 311769.1453623979,125000 320429.3994002423,115000 320429.3994002423,110000 311769.1453623979))"
162,"POLYGON((110000 329089.6534380867,115000 320429.3994002423,125000 320429.3994002423,130000 329089.6534380867,125000 337749.90747593105,115000 337749.90747593105,110000 329089.6534380867))"
163,"POLYGON((110000 346410.16151377547,115000 337749.90747593105,125000 337749.90747593105,130000 346410.16151377547,125000 355070.41555161984,115000 355070.41555161984,110000 346410.16151377547))"
164,"POLYGON((110000 363730.6695894642,115000 355070.41555161984,125000 355070.41555161984,130000 363730.6695894642,125000 372390.9236273086,115000 372390.9236273086,110000 363730.6695894642))"
165,"POLYGON((110000 381051.177665153,115000 372390.9236273086,125000 372390.9236273086,130000 381051.177665153,125000 389711.43170299736,115000 389711.43170299736,110000 381051.177665153))"
166,"POLYGON((110000 398371.6857408418,115000 389711.43170299736,125000 389711.43170299736,130000 398371.6857408418,125000 407031.93977868615,115000 407031.93977868615,110000 398371.6857408418))"
167,"POLYGON((110000 415692.1938165305,115000 407031.93977868615,125000 407031.93977868615,130000 415692.1938165305,125000 424352.44785437494,115000 424352.44785437494,110000 415692.1938165305))"
168,"POLYGON((110000 433012.7018922193,115000 424352.44785437494,125000 424352.44785437494,130000 433012.7018922193,125000 441672.95593006373,115000 441672.95593006373,110000 433012.7018922193))"
169,"POLYGON((110000 450333.2099679081,115000 441672.95593006373,125000 441672.95593006373,130000 450333.2099679081,125000 458993.46400575247,115000 458993.46400575247,110000 450333.2099679081))"
170,"POLYGON((110000 467653.7180435969,115000 458993.46400575247,125000 458993.46400575247,130000 467653.7180435969,125000 476313.97208144126,115000 476313.97208144126,110000 467653.7180435969))"
171,"POLYGON((110000 484974.2261192856,115000 476313.97208144126,125000 476313.97208144126,130000 484974.2261192856,125000 493634.48015713005,115000 493634.48015713005,110000 484974.2261192856))"
172,"POLYGON((110000 502294.7341949744,115000 493634.48015713005,125000 493634.48015713005,130000 502294.7341949744,125000 510954.9882328188,115000 510954.9882328188,110000 502294.7341949744))"
173,"POLYGON((110000 519615.2422706632,115000 510954.9882328188,125000 510954.9882328188,130000 519615.2422706632,125000 528275.4963085075,115000 528275.4963085075,110000 519615.2422706632))"
174,"POLYGON((110000 536935.750346352,115000 528275.4963085075,125000 528275.4963085075,130000 536935.750346352,125000 545596.0043841964,115000 545596.0043841964,110000 536935.750346352))"
175,"POLYGON((110000 554256.2584220407,115000 545596.0043841964,125000 545596.0043841964,130000 554256.2584220407,125000 562916.5124598851,115000 562916.5124598851,110000 554256.2584220407))"
176,"POLYGON((110000 571576.7664977295,115000 562916.5124598851,125000 562916.5124598851,130000 571576.7664977295,125000 580237.020535574,115000 580237.020535574,110000 571576.7664977295))"
177,"POLYGON((110000 588897.2745734183,115000 580237.020535574,125000 580237.020535574,130000 588897.2745734183,125000 597557.5286112627,115000 597557.5286112627,110000 588897.2745734183))"
178,"POLYGON((110000 606217.782649107,115000 597557.5286112627,125000 597557.5286112627,130000 606217.782649107,125000 614878.0366869514,115000 614878.0366869514,110000 606217.782649107))"
179,"POLYGON((110000 623538.2907247958,115000 614878.0366869514,125000 614878.0366869514,130000 623538.2907247958,125000 632198.5447626403,115000 632198.5447626403,110000 623538.2907247958))"
180,"POLYGON((110000 640858.7988004846,115000 632198.5447626403,125000 632198.5447626403,130000 640858.7988004846,125000 649519.052838329,115000 649519.052838329,110000 640858.7988004846))"
181,"POLYGON((125000 303108.8913245535,130000 294448.63728670916,140000 294448.63728670916,145000 303108.8913245535,140000 311769.1453623979,130000 311769.1453623979,125000 303108.8913245535))"
182,"POLYGON((125000 320429.3994002423,130000 311769.1453623979,140000 311769.1453623979,145000 320429.3994002423,140000 329089.6534380867,130000 329089.6534380867,125000 320429.3994002423))"
183,"POLYGON((125000 337749.90747593105,130000 329089.6534380867,140000 329089.6534380867,145000 337749.90747593105,140000 346410.16151377547,130000 346410.16151377547,125000 337749.90747593105))"
184,"POLYGON((125000 355070.41555161984,130000 346410.16151377547,140000 346410.16151377547,145000 355070.41555161984,140000 363730.6695894642,130000 363730.6695894642,125000 355070.41555161984))"
185,"POLYGON((125000 372390.9236273086,130000 363730.6695894642,140000 363730.6695894642,145000 372390.9236273086,140000 381051.177665153,130000 381051.177665153,125000 372390.9236273086))"
186,"POLYGON((125000 389711.43170299736,130000 381051.177665153,140000 381051.177665153,145000 389711.43170299736,140000 398371.6857408418,130000 398371.6857408418,125000 389711.43170299736))"
187,"POLYGON((125000 407031.93977868615,130000 398371.6857408418,140000 398371.6857408418,145000 407031.93977868615,140000 415692.1938165305,130000 415692.1938165305,125000 407031.93977868615))"
188,"POLYGON((125000 424352.44785437494,130000 415692.1938165305,140000 415692.1938165305,145000 424352.44785437494,140000 433012.7018922193,130000 433012.7018922193,125000 424352.44785437494))"
189,"POLYGON((125000 441672.95593006373,130000 433012.7018922193,140000 433012.7018922193,145000 441672.95593006373,140000 450333.2099679081,130000 450333.2099679081,125000 441672.95593006373))"
190,"POLYGON((125000 458993.46400575247,130000 450333.2099679081,140000 450333.2099679081,145000 458993.46400575247,140000 467653.7180435969,130000 467653.7180435969,125000 458993.46400575247))"
191,"POLYGON((125000 476313.97208144126,130000 467653.7180435969,140000 467653.7180435969,145000 476313.97208144126,140000 484974.2261192856,130000 484974.2261192856,125000 476313.97208144126))"
192,"POLYGON((125000 493634.48015713005,130000 484974.2261192856,140000 484974.2261192856,145000 493634.48015713005,140000 502294.7341949744,130000 502294.7341949744,125000 493634.48015713005))"
193,"POLYGON((125000 510954.9882328188,130000 502294.7341949744,140000 502294.7341949744,145000 510954.9882328188,140000 519615.2422706632,130000 519615.2422706632,125000 510954.9882328188))"
194,"POLYGON((125000 528275.4963085075,130000 519615.2422706632,140000 519615.2422706632,145000 528275.4963085075,140000 536935.750346352,130000 536935.750346352,125000 528275.4963085075))"
195,"POLYGON((125000 545596.0043841964,130000 536935.750346352,140000 536935.750346352,145000 545596.0043841964,140000 554256.2584220407,130000 554256.2584220407,125000 545596.0043841964))"
196,"POLYGON((125000 562916.5124598851,130000 554256.2584220407,140000 554256.2584220407,145000 562916.5124598851,140000 571576.7664977295,130000 571576.7664977295,125000 562916.5124598851))"
197,"POLYGON((125000 580237.020535574,130000 571576.7664977295,140000 571576.7664977295,145000 580237.020535574,140000 588897.2745734183,130000 588897.2745734183,125000 580237.020535574))"
198,"POLYGON((125000 597557.5286112627,130000 588897.2745734183,140000 588897.2745734183,145000 597557.5286112627,140000 606217.782649107,130000 606217.782649107,125000 597557.5286112627))"
199,"POLYGON((125000 614878.0366869514,130000 606217.782649107,140000 606217.782649107,145000 614878.0366869514,140000 623538.2907247958,130000 623538.2907247958,125000 614878.0366869514))"
200,"POLYGON((125000 632198.5447626403,130000 623538.2907247958,140000 623538.2907247958,145000 632198.5447626403,140000 640858.7988004846,130000 640858.7988004846,125000 632198.5447626403))"
201,"POLYGON((140000 311769.1453623979,145000 303108.8913245535,155000 303108.8913245535,160000 311769.1453623979,155000 320429.3994002423,145000 320429.3994002423,140000 311769.1453623979))"
202,"POLYGON((140000 329089.6534380867,145000 320429.3994002423,155000 320429.3994002423,160000 329089.6534380867,155000 337749.90747593105,145000 337749.90747593105,140000 329089.6534380867))"
203,"POLYGON((140000 346410.16151377547,145000 337749.90747593105,155000 337749.90747593105,160000 346410.16151377547,155000 355070.41555161984,145000 355070.41555161984,140000 346410.16151377547))"
204,"POLYGON((140000 363730.6695894642,145000 355070.41555161984,155000 355070.41555161984,160000 363730.6695894642,155000 372390.9236273086,145000 372390.9236273086,140000 363730.6695894642))"
205,"POLYGON((140000 381051.177665153,145000 372390.9236273086,155000 372390.9236273086,160000 381051.177665153,155000 389711.43170299736,145000 389711.43170299736,140000 381051.177665153))"
206,"POLYGON((140000 398371.6857408418,145000 389711.43170299736,155000 389711.43170299736,160000 398371.6857408418,155000 407031.93977868615,145000 407031.93977868615,140000 398371.6857408418))"
207,"POLYGON((140000 415692.1938165305,145000 407031.93977868615,155000 407031.93977868615,160000 415692.1938165305,155000 424352.44785437494,145000 424352.44785437494,140000 415692.1938165305))"
208,"POLYGON((140000 433012.7018922193,145000 424352.44785437494,155000 424352.44785437494,160000 433012.7018922193,155000 441672.95593006373,145000 441672.95593006373,140000 433012.7018922193))"
209,"POLYGON((140000 450333.2099679081,145000 441672.95593006373,155000 441672.95593006373,160000 450333.2099679081,155000 458993.46400575247,145000 458993.46400575247,140000 450333.2099679081))"
210,"POLYGON((140000 467653.7180435969,145000 458993.46400575247,155000 458993.46400575247,160000 467653.7180435969,155000 476313.97208144126,145000 476313.97208144126,140000 467653.7180435969))"
211,"POLYGON((140000 484974.2261192856,145000 476313.97208144126,155000 476313.97208144126,160000 484974.2261192856,155000 493634.48015713005,145000 493634.48015713005,140000 484974.2261192856))"
212,"POLYGON((140000 502294.7341949744,145000 493634.48015713005,155000 493634.48015713005,160000 502294.7341949744,155000 510954.9882328188,145000 510954.9882328188,140000 502294.7341949744))"
213,"POLYGON((140000 519615.2422706632,145000 510954.9882328188,155000 510954.9882328188,160000 519615.2422706632,155000 528275.4963085075,145000 528275.4963085075,140000 519615.2422706632))"
214,"POLYGON((140000 536935.750346352,145000 528275.4963085075,155000 528275.4963085075,160000 536935.750346352,155000 545596.0043841964,145000 545596.0043841964,140000 536935.750346352))"
215,"POLYGON((140000 554256.2584220407,145000 545596.0043841964,155000 545596.0043841964,160000 554256.2584220407,155000 562916.5124598851,145000 562916.5124598851,140000 554256.2584220407))"
216,"POLYGON((140000 571576.7664977295,145000 562916.5124598851,155000 562916.5124598851,160000 571576.7664977295,155000 580237.020535574,145000 580237.020535574,140000 571576.7664977295))"
217,"POLYGON((140000 588897.2745734183,145000 580237.020535574,155000 580237.020535574,160000 588897.2745734183,155000 597557.5286112627,145000 597557.5286112627,140000 588897.2745734183))"
218,"POLYGON((140000 606217.782649107,145000 597557.5286112627,155000 597557.5286112627,160000 606217.782649107,155000 614878.0366869514,145000 614878.0366869514,140000 606217.782649107))"
219,"POLYGON((140000 623538.2907247958,145000 614878.0366869514,155000 614878.0366869514,160000 623538.2907247958,155000 632198.5447626403,145000 632198.5447626403,140000 623538.2907247958))"
220,"POLYGON((140000 640858.7988004846,145000 632198.5447626403,155000 632198.5447626403,160000 640858.7988004846,155000 649519.052838329,145000 649519.052838329,140000 640858.7988004846))"
221,"POLYGON((155000 303108.8913245535,160000 294448.63728670916,170000 294448.63728670916,175000 303108.8913245535,170000 311769.1453623979,160000 311769.1453623979,155000 303108.8913245535))"
222,"POLYGON((155000 320429.3994002423,160000 311769.1453623979,170000 311769.1453623979,175000 320429.3994002423,170000 329089.6534380867,160000 329089.6534380867,155000 320429.3994002423))"
223,"POLYGON((155000 337749.90747593105,160000 329089.6534380867,170000 329089.6534380867,175000 337749.90747593105,170000 346410.16151377547,160000 346410.16151377547,155000 337749.90747593105))"
224,"POLYGON((155000 355070.41555161984,160000 346410.16151377547,170000 346410.16151377547,175000 355070.41555161984,170000 363730.6695894642,160000 363730.6695894642,155000 355070.41555161984))"
225,"POLYGON((155000 372390.9236273086,160000 363730.6695894642,170000 363730.6695894642,175000 372390.9236273086,170000 381051.177665153,160000 381051.177665153,155000 372390.9236273086))"
226,"POLYGON((155000 389711.43170299736,160000 381051.177665153,170000 381051.177665153,175000 389711.43170299736,170000 398371.6857408418,160000 398371.6857408418,155000 389711.43170299736))"
227,"POLYGON((155000 407031.93977868615,160000 398371.6857408418,170000 398371.6857408418,175000 407031.93977868615,170000 415692.1938165305,160000 415692.1938165305,155000 407031.93977868615))"
228,"POLYGON((155000 424352.44785437494,160000 415692.1938165305,170000 415692.1938165305,175000 424352.44785437494,170000 433012.7018922193,160000 433012.7018922193,155000 424352.44785437494))"
229,"POLYGON((155000 441672.95593006373,160000 433012.7018922193,170000 433012.7018922193,175000 441672.95593006373,170000 450333.2099679081,160000 450333.2099679081,155000 441672.95593006373))"
230,"POLYGON((155000 458993.46400575247,160000 450333.2099679081,170000 450333.2099679081,175000 458993.46400575247,170000 467653.7180435969,160000 467653.7180435969,155000 458993.46400575247))"
231,"POLYGON((155000 476313.97208144126,160000 467653.7180435969,170000 467653.7180435969,175000 476313.97208144126,170000 484974.2261192856,160000 484974.2261192856,155000 476313.97208144126))"
232,"POLYGON((155000 493634.48015713005,160000 484974.2261192856,170000 484974.2261192856,175000 493634.48015713005,170000 502294.7341949744,160000 502294.7341949744,155000 493634.48015713005))"
233,"POLYGON((155000 510954.9882328188,160000 502294.7341949744,170000 502294.7341949744,175000 510954.9882328188,170000 519615.2422706632,160000 519615.2422706632,155000 510954.9882328188))"
234,"POLYGON((155000 528275.4963085075,160000 519615.2422706632,170000 519615.2422706632,175000 528275.4963085075,170000 536935.750346352,160000 536935.750346352,155000 528275.4963085075))"
235,"POLYGON((155000 545596.0043841964,160000 536935.750346352,170000 536935.750346352,175000 545596.0043841964,170000 554256.2584220407,160000 554256.2584220407,155000 545596.0043841964))"
236,"POLYGON((155000 562916.5124598851,160000 554256.2584220407,170000 554256.2584220407,175000 562916.5124598851,170000 571576.7664977295,160000 571576.7664977295,155000 562916.5124598851))"
237,"POLYGON((155000 580237.020535574,160000 571576.7664977295,170000 571576.7664977295,175000 580237.020535574,170000 588897.2745734183,160000 588897.2745734183,155000 580237.020535574))"
238,"POLYGON((155000 597557.5286112627,160000 588897.2745734183,170000 588897.2745734183,175000 597557.5286112627,170000 606217.782649107,160000 606217.782649107,155000 597557.5286112627))"
239,"POLYGON((155000 614878.0366869514,160000 606217.782649107,170000 606217.782649107,175000 614878.0366869514,170000 623538.2907247958,160000 623538.2907247958,155000 614878.0366869514))"
240,"POLYGON((155000 632198.5447626403,160000 623538.2907247958,170000 623538.2907247958,175000 632198.5447626403,170000 640858.7988004846,160000 640858.7988004846,155000 632198.5447626403))"
241,"POLYGON((170000 311769.1453623979,175000 303108.8913245535,185000 303108.8913245535,190000 311769.1453623979,185000 320429.3994002423,175000 320429.3994002423,170000 311769.1453623979))"
242,"POLYGON((170000 329089.6534380867,175000 320429.3994002423,185000 320429.3994002423,190000 329089.6534380867,185000 337749.90747593105,175000 337749.90747593105,170000 329089.6534380867))"
243,"POLYGON((170000 346410.16151377547,175000 337749.90747593105,185000 337749.90747593105,190000 346410.16151377547,185000 355070.41555161984,175000 355070.41555161984,170000 346410.16151377547))"
244,"POLYGON((170000 363730.6695894642,175000 355070.41555161984,185000 355070.41555161984,190000 363730.6695894642,185000 372390.9236273086,175000 372390.9236273086,170000 363730.6695894642))"
245,"POLYGON((170000 381051.177665153,175000 372390.9236273086,185000 372390.9236273086,190000 381051.177665153,185000 389711.43170299736,175000 389711.43170299736,170000 381051.177665153))"
246,"POLYGON((170000 398371.6857408418,175000 389711.43170299736,185000 389711.43170299736,190000 398371.6857408418,185000 407031.93977868615,175000 407031.93977868615,170000 398371.6857408418))"
247,"POLYGON((170000 415692.1938165305,175000 407031.93977868615,185000 407031.93977868615,190000 415692.1938165305,185000 424352.44785437494,175000 424352.44785437494,170000 415692.1938165305))"
248,"POLYGON((170000 433012.7018922193,175000 424352.44785437494,185000 424352.44785437494,190000 433012.7018922193,185000 441672.95593006373,175000 441672.95593006373,170000 433012.7018922193))"
249,"POLYGON((170000 450333.2099679081,175000 441672.95593006373,185000 441672.95593006373,190000 450333.2099679081,185000 458993.46400575247,175000 458993.46400575247,170000 450333.2099679081))"
250,"POLYGON((170000 467653.7180435969,175000 458993.46400575247,185000 458993.46400575247,190000 467653.7180435969,185000 476313.97208144126,175000 476313.97208144126,170000 467653.7180435969))"
251,"POLYGON((170000 484974.2261192856,175000 476313.97208144126,185000 476313.97208144126,190000 484974.2261192856,185000 493634.48015713005,175000 493634.48015713005,170000 484974.2261192856))"
252,"POLYGON((170000 502294.7341949744,175000 493634.48015713005,185000 493634.48015713005,190000 502294.7341949744,185000 510954.9882328188,175000 510954.9882328188,170000 502294.7341949744))"
253,"POLYGON((170000 519615.2422706632,175000 510954.9882328188,185000 510954.9882328188,190000 519615.2422706632,185000 528275.4963085075,175000 528275.4963085075,170000 519615.2422706632))"
254,"POLYGON((170000 536935.750346352,175000 528275.4963085075,185000 528275.4963085075,190000 536935.750346352,185000 545596.0043841964,175000 545596.0043841964,170000 536935.750346352))"
255,"POLYGON((170000 554256.2584220407,175000 545596.0043841964,185000 545596.0043841964,190000 554256.2584220407,185000 562916.5124598851,175000 562916.5124598851,170000 554256.2584220407))"
256,"POLYGON((170000 571576.7664977295,175000 562916.5124598851,185000 562916.5124598851,190000 571576.7664977295,185000 580237.020535574,175000 580237.020535574,170000 571576.7664977295))"
257,"POLYGON((170000 588897.2745734183,175000 580237.020535574,185000 580237.020535574,190000 588897.2745734183,185000 597557.5286112627,175000 597557.5286112627,170000 588897.2745734183))"
258,"POLYGON((170000 606217.782649107,175000 597557.5286112627,185000 597557.5286112627,190000 606217.782649107,185000 614878.0366869514,175000 614878.0366869514,170000 606217.782649107))"
259,"POLYGON((170000 623538.2907247958,175000 614878.0366869514,185000 614878.0366869514,190000 623538.2907247958,185000 632198.5447626403,175000 632198.5447626403,170000 623538.2907247958))"
260,"POLYGON((170000 640858.7988004846,175000 632198.5447626403,185000 632198.5447626403,190000 640858.7988004846,185000 649519.052838329,175000 649519.052838329,170000 640858.7988004846))"
261,"POLYGON((185000 303108.8913245535,190000 294448.63728670916,200000 294448.63728670916,205000 303108.8913245535,200000 311769.1453623979,190000 311769.1453623979,185000 303108.8913245535))"
262,"POLYGON((185000 320429.3994002423,190000 311769.1453623979,200000 311769.1453623979,205000 320429.3994002423,200000 329089.6534380867,190000 329089.6534380867,185000 320429.3994002423))"
263,"POLYGON((185000 337749.90747593105,190000 329089.6534380867,200000 329089.6534380867,205000 337749.90747593105,200000 346410.16151377547,190000 346410.16151377547,185000 337749.90747593105))"
264,"POLYGON((185000 355070.41555161984,190000 346410.16151377547,200000 346410.16151377547,205000 355070.41555161984,200000 363730.6695894642,190000 363730.6695894642,185000 355070.41555161984))"
265,"POLYGON((185000 372390.9236273086,190000 363730.6695894642,200000 363730.6695894642,205000 372390.9236273086,200000 381051.177665153,190000 381051.177665153,185000 372390.9236273086))"
266,"POLYGON((185000 389711.43170299736,190000 381051.177665153,200000 381051.177665153,205000 389711.43170299736,200000 398371.6857408418,190000 398371.6857408418,185000 389711.43170299736))"
267,"POLYGON((185000 407031.93977868615,190000 398371.6857408418,200000 398371.6857408418,205000 407031.93977868615,200000 415692.1938165305,190000 415692.1938165305,185000 407031.93977868615))"
268,"POLYGON((185000 424352.44785437494,190000 415692.1938165305,200000 415692.1938165305,205000 424352.44785437494,200000 433012.7018922193,190000 433012.7018922193,185000 424352.44785437494))"
